#Photon   	Coherent	Incoher.	Photoel.	Nuclear 	Electron	Tot. w/ 	Tot. wo/	
#Energy   	Scatter.	Scatter.	Absorb. 	Pr. Prd.	Pr. Prd.	Coherent	Coherent	

1.000E-03	1.372E+00	1.319E-02	4.076E+03	0.000E+00	0.000E+00	4.077E+03	4.076E+03	
1.500E-03	1.269E+00	2.673E-02	1.374E+03	0.000E+00	0.000E+00	1.376E+03	1.374E+03	
2.000E-03	1.150E+00	4.184E-02	6.162E+02	0.000E+00	0.000E+00	6.173E+02	6.162E+02	
3.000E-03	9.087E-01	7.075E-02	1.919E+02	0.000E+00	0.000E+00	1.928E+02	1.919E+02	
4.000E-03	7.082E-01	9.430E-02	8.197E+01	0.000E+00	0.000E+00	8.277E+01	8.207E+01	
5.000E-03	5.579E-01	1.123E-01	4.192E+01	0.000E+00	0.000E+00	4.259E+01	4.203E+01	
6.000E-03	4.489E-01	1.259E-01	2.407E+01	0.000E+00	0.000E+00	2.464E+01	2.419E+01	
8.000E-03	3.102E-01	1.440E-01	9.919E+00	0.000E+00	0.000E+00	1.037E+01	1.006E+01	
1.000E-02	2.305E-01	1.550E-01	4.944E+00	0.000E+00	0.000E+00	5.330E+00	5.099E+00	
1.500E-02	1.333E-01	1.699E-01	1.369E+00	0.000E+00	0.000E+00	1.672E+00	1.539E+00	
2.000E-02	8.856E-02	1.774E-01	5.439E-01	0.000E+00	0.000E+00	8.098E-01	7.213E-01	
3.000E-02	4.694E-02	1.829E-01	1.458E-01	0.000E+00	0.000E+00	3.756E-01	3.286E-01	
4.000E-02	2.874E-02	1.827E-01	5.680E-02	0.000E+00	0.000E+00	2.683E-01	2.395E-01	
5.000E-02	1.936E-02	1.803E-01	2.725E-02	0.000E+00	0.000E+00	2.269E-01	2.076E-01	
6.000E-02	1.392E-02	1.770E-01	1.493E-02	0.000E+00	0.000E+00	2.059E-01	1.920E-01	
8.000E-02	8.165E-03	1.697E-01	5.770E-03	0.000E+00	0.000E+00	1.837E-01	1.755E-01	
1.000E-01	5.349E-03	1.626E-01	2.763E-03	0.000E+00	0.000E+00	1.707E-01	1.654E-01	
1.500E-01	2.442E-03	1.474E-01	7.308E-04	0.000E+00	0.000E+00	1.505E-01	1.481E-01	
2.000E-01	1.388E-03	1.353E-01	2.887E-04	0.000E+00	0.000E+00	1.370E-01	1.356E-01	
3.000E-01	6.215E-04	1.179E-01	8.160E-05	0.000E+00	0.000E+00	1.186E-01	1.180E-01	
4.000E-01	3.506E-04	1.058E-01	3.493E-05	0.000E+00	0.000E+00	1.061E-01	1.058E-01	
5.000E-01	2.247E-04	9.663E-02	1.883E-05	0.000E+00	0.000E+00	9.687E-02	9.665E-02	
6.000E-01	1.561E-04	8.939E-02	1.173E-05	0.000E+00	0.000E+00	8.956E-02	8.940E-02	
8.000E-01	8.790E-05	7.856E-02	5.920E-06	0.000E+00	0.000E+00	7.866E-02	7.857E-02	
1.000E+00	5.627E-05	7.066E-02	3.681E-06	0.000E+00	0.000E+00	7.072E-02	7.066E-02	 
